∞date∞hour∞slogan sith∞slogan jedi∞call jedi∞call sith∞show first treat∞start attack∞call the death star∞comming the death star
0∞2021-05-30∞20.0∞22∞∞40∞542∞564∞160∞182∞191
1∞2021-05-30∞21.0∞24∞∞24∞446∞478∞160∞141∞153
2∞2021-05-30∞22.0∞20∞1.0∞28∞402∞386∞126∞128∞122
3∞2021-05-30∞23.0∞4∞∞27∞258∞254∞81∞100∞92
4∞2021-05-31∞0.0∞4∞∞11∞115∞132∞29∞41∞49
5∞2021-05-31∞1.0∞5∞∞5∞61∞90∞32∞27∞31
6∞2021-05-31∞2.0∞3∞∞3∞61∞63∞24∞23∞19
7∞2021-05-31∞3.0∞7∞∞3∞89∞76∞23∞26∞31
8∞2021-05-31∞4.0∞4∞∞7∞127∞135∞49∞30∞38
9∞2021-05-31∞5.0∞8∞∞14∞204∞224∞71∞58∞56
10∞2021-05-31∞6.0∞13∞∞20∞304∞315∞103∞101∞98
11∞2021-05-31∞7.0∞18∞1.0∞35∞449∞428∞145∞137∞145
12∞2021-05-31∞8.0∞35∞1.0∞62∞660∞668∞229∞181∞225
13∞2021-05-31∞9.0∞41∞4.0∞64∞871∞883∞294∞251∞316
14∞2021-05-31∞10.0∞48∞3.0∞105∞1019∞1046∞353∞286∞337
15∞2021-05-31∞11.0∞54∞2.0∞89∞1106∞1099∞365∞336∞374
16∞2021-05-31∞12.0∞53∞2.0∞87∞1069∞1042∞353∞310∞341
17∞2021-05-31∞13.0∞59∞2.0∞83∞1056∞998∞362∞268∞336
18∞2021-05-31∞14.0∞45∞2.0∞94∞934∞971∞337∞333∞356
19∞2021-05-31∞15.0∞62∞1.0∞80∞997∞975∞320∞310∞338
20∞2021-05-31∞16.0∞45∞∞65∞851∞911∞319∞278∞303
21∞2021-05-31∞17.0∞34∞∞71∞809∞803∞258∞246∞280
22∞2021-05-31∞18.0∞46∞4.0∞72∞741∞733∞265∞229∞268
23∞2021-05-31∞19.0∞33∞2.0∞51∞751∞737∞248∞197∞232
24∞2021-05-31∞20.0∞25∞2.0∞62∞695∞703∞243∞221∞268
25∞2021-05-31∞21.0∞44∞4.0∞52∞644∞654∞242∞226∞209
26∞2021-05-31∞22.0∞32∞2.0∞48∞545∞526∞199∞178∞200
27∞2021-05-31∞23.0∞12∞∞28∞317∞335∞143∞107∞116
28∞2021-06-01∞0.0∞8∞1.0∞11∞162∞156∞45∞62∞76
29∞2021-06-01∞2.0∞6∞∞3∞90∞70∞26∞28∞34
30∞2021-06-01∞3.0∞3∞∞7∞89∞90∞29∞33∞34
31∞2021-06-01∞4.0∞9∞2.0∞17∞163∞135∞33∞35∞47
32∞2021-06-01∞5.0∞12∞∞23∞256∞228∞66∞53∞81
33∞2021-06-01∞6.0∞15∞∞35∞372∞340∞112∞76∞111
